"geneNames.as.numeric.rownames.res1..1.l1...","res1.adj.P.Val.1.l1."
"ELAVL3",1.02715653203087e-38
"PHF23",1.02900917773699e-38
"GTF3C1",1.03078887332411e-38
"181239",1.03099130215299e-38
"Celera Transcript hCT1971063.2",1.03898867938413e-38
"DOLK",1.0410217763746e-38
"ACTN1",1.04272605392732e-38
"RBPMS",1.0434467935806e-38
"Celera Transcript hCT2345889",1.04695659479408e-38
"Celera Transcript hCT2291241,Celera Transcript hCT2291240",1.04834153892717e-38
"Celera Transcript hCT2347122",1.0502933170932e-38
"MEGF6",1.05605093346355e-38
"CBX3",1.066977964032e-38
"MIPEP",1.06852780640071e-38
"POLD4",1.06864331880634e-38
"ALG14",1.07002225444898e-38
"Celera Transcript hCT2262100",1.07002225444898e-38
"PRADC1",1.08540899638507e-38
"THOC3",1.09094616000668e-38
"VAMP3",1.09542875792687e-38
"EIF1AX",1.09546362902852e-38
"Celera Transcript hCT2291959",1.09552653719466e-38
"BORCS7",1.09581765957527e-38
"Celera Transcript hCT2276023",1.09584825065139e-38
"CSNK2A1",1.09596398426939e-38
"233541",1.92545275008416e-39
"BSPRY",1.09820569776797e-38
"Celera Transcript hCT2351685,Celera Transcript hCT2297739.1,Celera Transcript hCT2297741.1",1.09904887183984e-38
"Celera Transcript hCT2345807",1.10172613996775e-38
"TAF11",1.10514680084869e-38
"IRF2BP1",1.10557437121086e-38
"Celera hCG1997733.2",1.10568970824066e-38
"FBXW5",1.12076711406488e-38
"Celera Transcript hCT2346240",1.12110657928583e-38
"SRI",1.12599970333976e-38
"C18orf21",1.12775526820452e-38
"TTC9C",1.13101541100257e-38
"MAP3K7",1.13490716276235e-38
"Celera Transcript hCT1641364.4",1.13502905455858e-38
"EXOC6",1.13874134149646e-38
"NUDT15",1.13952450685304e-38
"BCDIN3D",1.14036398624862e-38
"Celera Transcript hCT29636.4",1.14578931136172e-38
"Celera Transcript hCT2315262.1",1.14642863915858e-38
"Celera Transcript hCT2343530",1.15601655419446e-38
"PNN",1.15604349392929e-38
"Celera Transcript hCT2311580,Celera Transcript hCT13700.3,Celera Transcript hCT2311579,Celera Transcript hCT1967784.1",1.15682048521163e-38
"THOC6",1.15743776819047e-38
"Celera hCG1980890",1.16746700886502e-38
"RPL26L1",1.16922554259632e-38
"TMEM43",1.17383638211744e-38
"RPUSD4",1.17571926777782e-38
"HPRT1",1.18311598356317e-38
"TIGD5",1.18385682126603e-38
"Celera Transcript hCT23389.3",2.63003244695643e-39
"TERF1",1.18653555084136e-38
"PLPP2",1.18690122311207e-38
"MUM1",1.19223667057003e-38
"KRTCAP3",1.19309634890266e-38
"PTPRG",1.19674144043674e-38
"THAP4",1.19678290177733e-38
"LSR",1.20916056346159e-38
"Celera Transcript hCT2266173",1.22072102286409e-38
"PAAF1",1.22445868344688e-38
"SRP19",1.2280898369231e-38
"ARHGAP33",1.2280898369231e-38
"Celera Transcript hCT2340494,Celera Transcript hCT2340495",1.23247766459486e-38
"IL18BP",1.23304049566674e-38
"--obsolete",1.23544190632216e-38
"ARHGEF16",1.23544190632216e-38
"UGP2",1.23780984076286e-38
"Celera Transcript hCT2314848",1.23905897887368e-38
"194763",1.23986147135024e-38
"ITPR3",1.24621363058528e-38
"NUP205",1.24671061108954e-38
"PRRC1",1.25628581533066e-38
"DNAJC11",1.26041902423178e-38
"Celera Transcript hCT1780306.2",1.2697487826735e-38
"FCHSD1",1.27088530480528e-38
"NOL12",1.27713493329156e-38
"TCEA1",1.27716494591508e-38
"Celera Transcript hCT21473.2,Celera Transcript hCT2352476",1.28043227848718e-38
"Celera Transcript hCT1958569.1",1.28120194098953e-38
"XRN1",1.28452256676968e-38
"BMF",1.28565846792935e-38
"PECR",1.29182852688734e-38
"Celera Transcript hCT2296614",1.29487858131803e-38
"SLC1A6",1.30084361226009e-38
"TPM3",1.30498159362784e-38
"PBXIP1",1.31142066428341e-38
"TBPL1",1.3173836463968e-38
"FXR1",1.31862179238748e-38
"WASH1",1.31933075136797e-38
"SLC35C2",1.32577101086415e-38
"RWDD4",1.32818867166689e-38
"FKTN",1.33290128457916e-38
"214313",1.33860964348268e-38
"Celera Transcript hCT28323.3",1.33949863487512e-38
"ACOT7",1.34172590091734e-38
"TMUB2",1.34865245627814e-38
"CNN3",1.35754626110657e-38
"LCOR",1.36119723938574e-38
"Celera Transcript hCT1640172.3",1.3700761787656e-38
"ADK",1.37067875536289e-38
"MRPS17",1.37506273352978e-38
"Celera Transcript hCT2333652,Celera Transcript hCT1821622.1,Celera Transcript hCT2359211",1.38026725121645e-38
"ATP6V1C1",1.39399028375213e-38
"GABARAPL1",1.3960801065633e-38
"CAST",1.4054007638553e-38
"SLK",1.40678008697741e-38
"FAM60A",1.40694450671487e-38
"Celera Transcript hCT1773283.3",1.40716633471117e-38
"CERS2",1.41879515413893e-38
"MAP3K4",1.42380358041292e-38
"CBY1",1.43107762710385e-38
"HYAL2",1.43262841809423e-38
"ZNF438",1.43262841809423e-38
"SCARB2",1.43380183569308e-38
"FAM111A",1.43626202316579e-38
"Celera Transcript hCT1643463.3",1.4423569834975e-38
"AKTIP",1.44539955080979e-38
"Celera Transcript hCT2305293,Celera Transcript hCT9254.3",1.44611826082207e-38
"GABPB1",1.44845269444108e-38
"Celera Transcript hCT2255160",1.44987569809304e-38
"RNASET2",1.46026763135403e-38
"HEMK1",1.46026763135403e-38
"MRS2",1.46278351702839e-38
"ETFA",1.46401701011237e-38
"BAHD1",1.47697764091634e-38
"UBE2G1",1.48143866159538e-38
"SLC35A5",1.48859507982069e-38
"MAP4K3",1.48859507982069e-38
"BCL7B",1.49034418052452e-38
"CCDC59",1.49139033586412e-38
"IRF2BPL",1.49754404407458e-38
"Celera Transcript hCT2282175",1.49883726097707e-38
"RPL39L",1.50091705972502e-38
"--obsolete",1.50571150402086e-38
"TXNDC5",1.50576595928516e-38
"Celera Transcript hCT1642101.3,Celera Transcript hCT2295926",1.50576595928516e-38
"Celera Transcript hCT2304675",1.51282297345316e-38
"Celera Transcript hCT25065.4",1.52898820565627e-38
"Celera Transcript hCT2350417",1.53032910957848e-38
"AACS",1.53081168710932e-38
"NCOA1",1.5329949328069e-38
"FPGS",1.53605265895873e-38
"Celera Transcript hCT2306114",1.53708477746428e-38
"AK3",1.54066870082069e-38
"Celera Transcript hCT2345867",1.54091364545897e-38
"Celera Transcript hCT1970467.1",1.54854652801724e-38
"Celera Transcript hCT2350376",1.54905344777495e-38
"SUMF2",1.55077598655704e-38
"HMGA1",1.55486017217757e-38
"HSPB1",1.55766630958193e-38
"AZIN1",1.55978076069752e-38
"Celera Transcript hCT2263166",1.56161787593278e-38
"PINX1",1.5627741186286e-38
"TRAPPC11",1.57461547913495e-38
"Celera Transcript hCT2356687,Celera Transcript hCT2267239",1.59408772479713e-38
"ZCCHC7",1.59563451182013e-38
"TXNDC11",1.59987760994656e-38
"Celera Transcript hCT18673.3",1.6024260735018e-38
"TATDN1",1.60669068682505e-38
"ZCCHC9",1.60992277589428e-38
"HOXB1",1.61611371952448e-38
"CRB3",1.62292972317905e-38
"B4GALT7",2.97243433919789e-39
"APIP",1.62639397813911e-38
"Celera Transcript hCT2336164",1.63249511459323e-38
"POLRMT",1.63645724389802e-38
"SRSF5",1.64629475326518e-38
"PSMB10",1.65320761792908e-38
"LYRM2",1.66021173930673e-38
"Celera Transcript hCT1819827.1",1.66386302822691e-38
"LEMD3",1.66399329742087e-38
"Celera Transcript hCT2334691",1.67667658963563e-38
"C12orf43",1.6794857183793e-38
"KLHDC2",1.68145733104258e-38
"RBM39",1.68280871515693e-38
"PPP2R5A",1.6873996169223e-38
"--obsolete",1.69418343273563e-38
"155778",1.69418343273563e-38
"Celera Transcript hCT2346502",1.70586760925668e-38
"ZFP64",1.71563543218202e-38
"Celera Transcript hCT2342672",1.72405665711333e-38
"MACROD1",1.73741279741957e-38
"EIF3C",1.74137242753451e-38
"Celera Transcript hCT23930.4",1.7527700573486e-38
"EBPL",1.75401446012305e-38
"NOA1",1.75929644467339e-38
"Celera Transcript hCT2345501",1.76825115057944e-38
"TRIM15",1.77030468876842e-38
"CYBA",1.77462531372435e-38
"ZBTB6",1.79066634917351e-38
"APRT",1.79486386178246e-38
"GBAS",1.79509863422044e-38
"SPNS1",1.81500762498538e-38
"MRPS18C",1.83162705448117e-38
"HADHB",1.83464535418172e-38
"Celera Transcript hCT2314439",1.84002432255134e-38
"MAPRE1",1.85955809845983e-38
"SIRT2",1.86172703779551e-38
"Celera Transcript hCT14726.4,Celera Transcript hCT2296630.1",1.86585184683261e-38
"SLC33A1",1.88414151295993e-38
"ADSL",1.89027510750308e-38
"ODF2",1.89523929543701e-38
"C12orf65",1.91230252290099e-38
"KBTBD4",1.91230252290099e-38
"RNF10",1.91617443771683e-38
"TRAIP",1.92634164487596e-38
"ALG12",1.94213905681702e-38
"TSR2",1.95301547043472e-38
"Celera Transcript hCT2273432",1.95301547043472e-38
"TMEM106C",1.95301547043472e-38
"SEPT11",1.95372023016031e-38
"C19orf24",1.96219567220115e-38
"TJP1",1.96769437886682e-38
"CHD8",1.97926595721843e-38
"WRAP53",1.98043037973432e-38
"PEMT",1.98372801338991e-38
"EXOC4",2.27135326359469e-40
"GLRX",2.04008146562311e-38
"ZSCAN5A",2.04690574183561e-38
"PPP3CA",2.06230866311491e-38
"HAMP",2.06275453165859e-38
"FAM45A",2.06690679271364e-38
"PITHD1",2.07792918199053e-38
"FUT4",2.09408516997287e-38
"GLB1",2.0993189791712e-38
"RMND1",2.10802066992439e-38
"TACC2",2.12443465060987e-38
"XKR8",2.12617584147059e-38
"LIN7C",2.12965662979564e-38
"Celera Transcript hCT1640875.1",2.13032976462795e-38
"GJD4",2.136536541154e-38
"AMMECR1L",2.13800718727422e-38
"Celera Transcript hCT2342853",2.14646973333029e-38
"Celera Transcript hCT1658304.2",2.47495277096732e-40
"MGST1",2.15999794636384e-38
"PDHA1",4.07144507774892e-39
"Celera Transcript hCT1797605.3,Celera Transcript hCT2276219.1,Celera Transcript hCT2276218.1",2.17114872065959e-38
"IBTK",2.17114872065959e-38
"228707",2.1790326072158e-38
"Celera Transcript hCT2291941",2.19846564761566e-38
"TRMT1",2.19846564761566e-38
"CCDC82",2.20186418099496e-38
"COQ8B",2.20335674095221e-38
"MTERF4",2.20513463686931e-38
"Celera Transcript hCT2326030,Celera Transcript hCT2326029,Celera Transcript hCT30886.2",2.22919840937873e-38
"Celera Transcript hCT13318.2",2.23249682110151e-38
"ACTC1",2.24086045930576e-38
"MRPL36",2.25377453778473e-38
"GUSB",2.25458743069102e-38
"SSBP3",2.25712074472872e-38
"ALDH2",2.26281694845303e-38
"SFPQ",2.26600686837488e-38
"CSNK1A1L",2.2662971069349e-38
"CLUAP1",2.26919650535405e-38
"MCM2",2.26937514624038e-38
"Celera hCG1748539.2",2.27624525846885e-38
"NHEJ1",2.27869416067064e-38
"HMG20A",2.28304708549064e-38
"TSC2",2.28451393842936e-38
"SLC35D2",2.28729069268316e-38
"ZNF709",2.29039099114021e-38
"SLC43A2",2.29072937324855e-38
"FAM160A2",2.2949411988132e-38
"RGCC",2.3006485346271e-38
"SIRT3",2.3006485346271e-38
"ECH1",2.31318553582869e-38
"MPND",2.32462369528537e-38
"MIEF2",2.334418913106e-38
"VANGL1",2.33908336716092e-38
"Celera Transcript hCT2348146,Celera Transcript hCT1818352.4",2.34044436731427e-38
"TRAPPC13",2.34580125930268e-38
"AKAP17A",2.34747058249774e-38
"SCAP",4.45162766282161e-39
"KLHDC4",2.35451117824794e-38
"CORO1C",2.36130842131482e-38
"AKIRIN1",2.36172192092083e-38
"SERINC3",2.36443505958445e-38
"RFT1",2.37104828330308e-38
"SNRNP200",2.37149257537583e-38
"TMEM206",2.37396875482044e-38
"Celera Transcript hCT2346344.1",2.38705891240716e-38
"TRPC4AP",2.39307380119444e-38
"Celera Transcript hCT1768939.2",2.40610070632555e-38
"HIBCH",2.43282273784937e-38
"234151",2.43706872352943e-38
"Celera Transcript hCT6553.2",2.43764474123025e-38
"Celera Transcript hCT1971141.2",2.43889141854245e-38
"DOK1",2.4467361901954e-38
"Celera hCG23479.2",2.45604408908766e-38
"SPCS3",2.46960256996907e-38
"KCTD5",2.47098892908062e-38
"ZNF700",2.48103827352016e-38
"MGST1",2.48103827352016e-38
"Celera Transcript hCT2328582",2.48330627165724e-38
"LRRC57",2.49293041469287e-38
"ANKHD1-EIF4EBP3",2.49538132350457e-38
"TFCP2",2.50356834769512e-38
"Celera Transcript hCT18656.4",2.50403992115193e-38
"RANBP1",2.53103152801721e-38
"YTHDC1",2.54033912049041e-38
"SUCLA2",2.54033912049041e-38
"Celera Transcript hCT2276735",2.55800138053308e-38
"GPSM3",2.55925698199211e-38
"MEMO1",2.5593418535217e-38
"208704",2.57724961745711e-38
"POT1",2.60669326719964e-38
"BCL2",2.60669326719964e-38
"HADHA",2.6090311242509e-38
"RNF2",2.61740216887367e-38
"C15orf40",2.62320263711424e-38
"CRLF3",2.62630840466611e-38
"KAT7",2.63188638680441e-38
"ZNHIT3",2.63437548088825e-38
"Celera Transcript hCT2341239",2.63717951929854e-38
"LAMP2",2.64055689104078e-38
"RRP15",2.64685563119661e-38
"RPS3A",2.65962524244395e-38
"336701",2.67129130043924e-38
"FANCL",2.70311526113366e-38
"Celera Transcript hCT1779768.2",2.70632147186171e-38
"POR",2.70634088407461e-38
"ZNF787",2.71409184799962e-38
"SIX5",2.72069819153185e-38
"CEP63",2.73014013411858e-38
"ARL6IP6",2.73376703635901e-38
"DCP1B",2.74236803579037e-38
"PPP4R3B",2.75404430127958e-38
"Celera Transcript hCT1831568.3",2.79520737416488e-38
"DAP",2.8003176678149e-38
"LST1",2.80042288138549e-38
"Celera Transcript hCT2350432",2.81670791847054e-38
"THAP7",2.82568564970645e-38
"ARF3",2.833783480763e-38
"DYNC1I2",2.83659462212347e-38
"115185",2.85015815710853e-38
"HARS",2.87219659263367e-38
"Celera Transcript hCT2357127,Celera Transcript hCT1645244.2",2.87287003703047e-38
"Celera Transcript hCT2306633",2.87570254678914e-38
"NSMCE4A",2.88259173426215e-38
"ALDH18A1",2.89755922526749e-38
"ZDHHC24",2.90105671750658e-38
"HNRNPLL",2.9098141985921e-38
"CMTR2",2.92850965110038e-38
"LRRFIP2",2.93281375519811e-38
"MBD1",2.93611862760544e-38
"SYNJ2BP",2.93786773864592e-38
"159057",2.95925311290753e-38
"GTPBP4",2.9647606594948e-38
"TUBB4A",2.96703711549485e-38
"CDK11B",2.97054173958622e-38
"BIN1",2.98819451610479e-38
"Celera Transcript hCT2278811,Celera Transcript hCT31818.2",3.00856918056023e-38
"Celera Transcript hCT2343896",3.04046893218097e-38
"NSUN5P2",3.04199859103002e-38
"DKC1",3.04826345408381e-38
"MARK2",3.06100773337752e-38
"OBFC1",3.07862342333794e-38
"PAFAH1B1",3.07933882753096e-38
"ZNF3",3.12818338394162e-38
"PNPT1",3.1436514135676e-38
"PHF13",3.16250648792538e-38
"204200",3.16258326168328e-38
"HTR1D",3.19194265511812e-38
"Celera Transcript hCT2345556",3.2402261595387e-38
"Celera Transcript hCT9374.3",3.24872633522048e-38
"PSMC5",3.24978375166499e-38
"ELP3",3.25630679062841e-38
"STRADB",3.28430710670914e-38
"N4BP2L2",3.28616327604887e-38
"Celera Transcript hCT2293534",3.301723408513e-38
"EIF5",3.31260446229807e-38
"Celera hCG40491.3",3.33837635466151e-38
"TSEN15",3.36683033013327e-38
"PIGS",3.38850509235543e-38
"PPP4R1",3.38963649796279e-38
"Celera Transcript hCT2352707,Celera Transcript hCT2344327,Celera Transcript hCT2344331,Celera Transcript hCT2344329,Celera Transcript hCT2344330,Celera Transcript hCT2276609,Celera Transcript hCT2344328",3.39249662914334e-38
"ARV1",3.39785234844397e-38
"Celera Transcript hCT2292753,Celera Transcript hCT2292755",3.39888128559529e-38
"KAT6A",3.41409622523796e-38
"SRM",3.42107243114335e-38
"Celera Transcript hCT1830092.1,Celera Transcript hCT2265489",3.42831571401261e-38
"DPH3",3.44400535997714e-38
"QTRT2",3.46434070094503e-38
"PCYT1A",3.48968154867892e-38
"Celera Transcript hCT2260869.1",3.50243781345324e-38
"CBFB",3.5097512143905e-38
"Celera Transcript hCT2346660",3.52060402330108e-38
"Celera Transcript hCT32671.2",3.52314748734165e-38
"HADH",3.52520631721346e-38
"Celera Transcript hCT2346447",3.52862603098641e-38
"ITSN2",3.53589608948988e-38
"CRYZL1",3.55171121897088e-38
"Celera Transcript hCT2319230",3.55405719751627e-38
"TBC1D29",3.55528143505034e-38
"TMEM8A",3.56538079089153e-38
"135904",3.57035512931515e-38
"FHL2",3.58331751941077e-38
"EFHD2",3.64838234118737e-38
"SS18",3.66323811718464e-38
"Celera Transcript hCT2263216",3.66462928807258e-38
"RNF167",3.68136622093184e-38
"RNF114",3.68709709608935e-38
"Celera Transcript hCT1644210.3",3.72243503762476e-38
"SH2B3",3.72243503762476e-38
"DECR2",3.74679805932462e-38
"Celera Transcript hCT1644153.2",3.75190947812248e-38
"ISYNA1",3.76532955400287e-38
"GNA12",3.7699014838999e-38
"Celera Transcript hCT1686384.3",3.78027302153189e-38
"HCFC1",3.79231961981034e-38
"ANAPC1",3.79356266014338e-38
"TM7SF3",3.79708665239098e-38
"Celera Transcript hCT2345657",3.79881398316517e-38
"TMEM59",3.82040808123336e-38
"WDR82",3.8413251155828e-38
"Celera Transcript hCT2315892",3.84161679359024e-38
"WDR53",3.84448530456118e-38
"Celera Transcript hCT1970534.1",3.85610838270471e-38
"EMP2",3.86240614610824e-38
"C1GALT1C1",3.87765306189945e-38
"SYS1",3.90128690703559e-38
"Celera Transcript hCT1690220.2",3.94024711000881e-38
"CSE1L",3.95220586051066e-38
"NFX1",3.95521038876854e-38
"TRMT2A",3.95549975645521e-38
"TIMM8B",3.99007786480518e-38
"HSD17B4",4.00857879676664e-38
"IGFBP4",4.03568463357222e-38
"SLIRP",4.04003077580449e-38
"PPAN",4.04979621415314e-38
"ADRM1",4.07075820973264e-38
"CCDC85B",4.08726872191768e-38
"ZMAT5",4.09851184356796e-38
"Celera Transcript hCT2350453",4.10704866604495e-38
"ARAF",4.1082578075198e-38
"Celera hCG2042688",4.13712898860408e-38
"SIRT7",4.13732927451148e-38
"HELZ",4.14351428333771e-38
"ZNF579",4.17121720956203e-38
"Celera Transcript hCT2357338,Celera Transcript hCT2261357.1,Celera Transcript hCT2357339",4.18367677638164e-38
"Celera Transcript hCT12914.3",4.2070604694966e-38
"SNTB2",4.21820292071529e-38
"C10orf95",4.22034291339921e-38
"SPTBN1",4.23685082279522e-38
"NT5DC1",4.25471950671511e-38
"AEN",4.26252991034794e-38
"PKP4",4.27291144877793e-38
"IP6K1",4.27429572967072e-38
"GPALPP1",4.27725930002684e-38
"NUP210",4.2796196618849e-38
"Celera Transcript hCT1971384.2",4.28068312108009e-38
"TMED2",4.28135199098274e-38
"Celera Transcript hCT1814266.1",4.28886418044131e-38
"SEL1L3",4.30344245821873e-38
"ACP2",4.3065097014608e-38
"WDR89",4.31417136428248e-38
"SMG9",4.32845036652223e-38
"Celera hCG1818127.2",4.36056054976223e-38
"STX10",4.36145345416089e-38
"POLL",4.36641551617823e-38
"ASAH1",4.3834999208618e-38
"Celera Transcript hCT1641774.2",4.3834999208618e-38
"Celera Transcript hCT28493.4",4.3834999208618e-38
"NUDCD3",4.41112201991772e-38
"PPP2R5C",4.42489908292002e-38
"ZNF627",4.46581251458664e-38
"ATXN7L2",4.47416090335478e-38
"SPG11",4.49435378528404e-38
"Celera hCG20912.3",4.49507152406931e-38
"Celera Transcript hCT1814787.2,Celera Transcript hCT2357231",4.51096344928671e-38
"SDHAF4",4.54540366365831e-38
"Celera hCG40759.4",4.58777173048203e-38
"TRAF3",4.58777173048203e-38
"Celera Transcript hCT1966014.1,Celera Transcript hCT1966013.1,Celera Transcript hCT5723.4",4.59168976973424e-38
"Celera Transcript hCT31294.3",4.60519218341549e-38
"PSEN1",4.61284016832088e-38
"FXYD7",4.63717582963304e-38
"TNFRSF12A",4.64741502499793e-38
"Celera Transcript hCT2342972",4.64741502499793e-38
"CHST14",4.66274109205573e-38
"Celera Transcript hCT33087.2",4.66891108772193e-38
"Celera Transcript hCT1837082.2",4.70348060293365e-38
"ZC3H11A",4.74587448021343e-38
"Celera Transcript hCT2341267,Celera Transcript hCT2341266",4.75024131683052e-38
"CNOT7",4.77021671700608e-38
"Celera Transcript hCT1640092.3",4.77743851347147e-38
"Celera Transcript hCT1814878.1",4.79351639727687e-38
"BRD7",4.81575736417819e-38
"H1FX",4.88757988766249e-38
"RNF6",4.89962215118513e-38
"LEPROT",4.90474118614471e-38
"MAD2L2",4.91105654326747e-38
"HRH3",4.91748204851769e-38
"Celera Transcript hCT2324119",4.91926742932674e-38
"KLHL7",4.91926742932674e-38
"Celera Transcript hCT2343022",4.92520405030798e-38
"Celera Transcript hCT2344958,Celera Transcript hCT2268067.1",4.95162980507396e-38
"NR2F2",4.95162980507396e-38
"UBAC2",4.97663971689691e-38
"MIEF1",4.98273451167122e-38
"CDR2L",4.98279429415797e-38
"ALKBH5",4.98672495114278e-38
"DPP7",4.98755539855595e-38
"Celera Transcript hCT2345517.1",4.98755539855595e-38
"Celera Transcript hCT2345368",4.99204620721065e-38
"TMEM129",5.00393436913222e-38
"ITGA5",5.03205579257126e-38
"158516",5.04417976040138e-38
"Celera Transcript hCT11507.3,Celera Transcript hCT2276572",5.06147040143206e-38
"NDUFB1",5.10823230594736e-38
"Celera Transcript hCT2345687",5.10823230594736e-38
"SERPINB1",5.12178663721583e-38
"Celera Transcript hCT9108.3",5.18887110723952e-38
"Celera Transcript hCT20487.3",5.19838334237375e-38
"TMEM60",5.20304866875509e-38
"BCAS3",5.23454522539137e-38
"CHRAC1",5.24868903002481e-38
"Celera Transcript hCT2329828,Celera Transcript hCT1824593.1",5.26736862866438e-38
"PPP1R8",5.28430612529761e-38
"STRA13",5.29412548383949e-38
"DNAAF2",5.29572068080009e-38
"Celera Transcript hCT1831293.1",5.33017043109848e-38
"LIPA",5.40411442947761e-38
"Celera Transcript hCT18505.2,Celera Transcript hCT2308037.1,Celera Transcript hCT2308036.1",5.43122612774474e-38
"PRKD2",5.45968414272755e-38
"TAP1",5.49889522905426e-38
"NDUFS6",5.50612850831097e-38
"MAP2K5",5.50849456935628e-38
"AP5M1",5.56531530297629e-38
"RECQL",5.57215806031158e-38
"Celera Transcript hCT1964373.1,Celera Transcript hCT1964374,Celera Transcript hCT1964372.1,Celera Transcript hCT1824360.2",5.59755892375366e-38
"LSM1",5.62508863344558e-38
"231146",5.64165757440009e-38
"Celera Transcript hCT31247.3",5.67184340751877e-38
"SNRNP35",5.6856902602335e-38
"TYW1",5.70605002522215e-38
"GTF2E1",5.7104929943664e-38
"AK2",5.72980226527397e-38
"IDH3A",5.7560851653697e-38
"Celera Transcript hCT1826594.1",5.76802817124194e-38
"SCOC",5.79384188154784e-38
"Celera Transcript hCT2347383",5.80450330747142e-38
"Celera Transcript hCT2345380",5.86878042523073e-38
"Celera Transcript hCT1820487.1",5.91495247396904e-38
